-- open spool at Fri May 11 17:02:47 CEST 2012
Tables
-------------+----------------------+------------+---------+
 TABLE_SCHEM |      TABLE_NAME      | TABLE_TYPE | REMARKS |
 CLIENT1     | TESTIL_ARCLOTS_W     | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ARCPAGES      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ARCPAGES_W    | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IAHINTI       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IAHLIEU       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IAHMOTC       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IAHNOM        | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IAHPERS       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IBIBAUT       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IBIBLIEU      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IBIBMOTC      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IBIBPER       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IBIBPERS      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IBIBTIT       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IFIGDOC       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IFIGINTI      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IFIGLIEU      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IFIGMOTC      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IFIGPER       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_IFIGPERS      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ISOLDOSS      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ISOLPROP      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ITOUSINT      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ITOUSLIE      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ITOUSMOT      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ITOUSPER      | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_ITOUSPR       | TABLE      | [NULL]  |
 CLIENT1     | TESTIL_POSTIT        | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IAUTR_NO    | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IBIOGRAP    | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IDEVIENT    | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IDEX_D      | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IDEX_F      | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IDOMINT     | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_INAT_ID     | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_INATURE     | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_INOM        | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IPROD_ID    | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IQUAL_ID    | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_IREF        | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_ISUITE      | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_ITYPE       | TABLE      | [NULL]  |
 CLIENT1     | TESTPROD_TESTPROD    | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ARCLOTS       | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ARCLOTS_W     | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ARCPAGES      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ARCPAGES_W    | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ISOLADR       | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ISOLCONC      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ISOLCONS      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ISOLDOC       | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ISOLDOSS      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ISOLPROP      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ITOUSDOC      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ITOUSINT      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ITOUSLIE      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ITOUSMOT      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ITOUSPER      | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_ITOUSSV       | TABLE      | [NULL]  |
 CLIENT1     | TESTSV_POSTIT        | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ARCLOTS     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ARCLOTS_W   | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ARCPAGES    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ARCPAGES_W  | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IACTIONW    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IADRESSE    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IAUTEUR     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IAUTEX      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ICATEG      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ICODDOS     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ICOULEUR    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IDATELIB    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IDEX_D      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IDEX_F      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IDISPLEC    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IEDITEUR    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IFICHIER    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IFIC_ID     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IFOUR_ID    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IFOURNIS    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IGED_LNK    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IHOPITAL    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IICONO      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IMATIERE    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IMATIEREW   | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IMATIERW    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_INIVEAU     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_INIV_ID     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_INOMCONC    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_INOMPROP    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_INUMPRO     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IORGANIS    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IORIENT     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IOUTIL      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IOUTILW     | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IPERIODE    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IPERSONN    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IPROD_ID    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IPRODUCT    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IREF        | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_IREFEREN    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ISUPPORT    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ITHEME      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ITITRE      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ITYPECON    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ITYPEDIC    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ITYPEDOC    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ITYPEREC    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ITYPO       | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_ITYPOW      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_POSTIT      | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_THOTDESC    | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_THOTDES_000 | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_THOTDES_001 | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_THOTDES_002 | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_THOTDES_003 | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_THOTDES_004 | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_THOTDES_005 | TABLE      | [NULL]  |
 CLIENT1     | THOTDESC_THOTDES_006 | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ARCLOTS       | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ARCLOTS_W     | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ARCPAGES      | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ARCPAGES_W    | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IAHINTI       | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IAHLIEU       | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IAHMOTC       | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IAHNOM        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IAHPERS       | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IBIBAUT       | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IBIBLIEU        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IBIBMOTC        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IBIBPER         | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IBIBPERS        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IBIBTIT         | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IFIGDOC         | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IFIGINTI        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IFIGLIEU        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IFIGMOTC        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IFIGPER         | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_IFIGPERS        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ISOLADR         | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ISOLDOC         | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ISOLDOSS        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ISOLPROP        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ITOUSINT        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ITOUSLIE        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ITOUSMOT        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ITOUSPER        | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_ITOUSPR         | TABLE      | [NULL]  |
 CLIENT1     | THOTIL_POSTIT          | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_IAUTR_NO      | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_IBIOGRAP      | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_IDEX_D        | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_IDEX_F        | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_IDOMINT       | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_INAT_ID       | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_INOM          | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_IPROD_ID      | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_IQUAL_ID      | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_IREF          | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_ITYPE         | TABLE      | [NULL]  |
 CLIENT1     | THOTPROD_THOTPROD      | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ARCLOTS         | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ARCLOTS_W       | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ARCPAGES        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ARCPAGES_W      | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ISOLADR         | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ISOLCONC        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ISOLCONS        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ISOLDOC         | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ISOLDOSS        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ISOLPROP        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ITOUSDOC        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ITOUSINT        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ITOUSLIE        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ITOUSMOT        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ITOUSPER        | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_ITOUSSV         | TABLE      | [NULL]  |
 CLIENT1     | THOTSV_POSTIT          | TABLE      | [NULL]  |
 CLIENT1     | WINTEXT                | TABLE      | [NULL]  |
 SYS         | AUDIT_ACTIONS          | TABLE      | [NULL]  |
 SYS         | DUAL                   | TABLE      | [NULL]  |
 SYS         | IMPDP_STATS            | TABLE      | [NULL]  |
 SYS         | KU$_LIST_FILTER_TEMP   | TABLE      | [NULL]  |
 SYS         | KU$NOEXP_TAB           | TABLE      | [NULL]  |
 SYS         | ODCI_SECOBJ$           | TABLE      | [NULL]  |
 SYS         | ODCI_WARNINGS$         | TABLE      | [NULL]  |
 SYS         | PLAN_TABLE$            | TABLE      | [NULL]  |
 SYS         | PSTUBTBL               | TABLE      | [NULL]  |
 SYS         | STMT_AUDIT_OPTION_MAP  | TABLE      | [NULL]  |
 SYS         | SYSTEM_PRIVILEGE_MAP   | TABLE      | [NULL]  |
 SYS         | TABLE_PRIVILEGE_MAP    | TABLE      | [NULL]  |
 SYS         | WRI$_ADV_ASA_RECO_DATA | TABLE      | [NULL]  |
 SYSTEM      | DEF$_TEMP$LOB          | TABLE      | [NULL]  |
 SYSTEM      | OL$                    | TABLE      | [NULL]  |
 SYSTEM      | OL$HINTS               | TABLE      | [NULL]  |
 SYSTEM      | OL$NODES               | TABLE      | [NULL]  |
-------------+------------------------+------------+---------+
568 Tables found.
-- close spool at Fri May 11 17:02:48 CEST 2012
