27 TER;Rue DES CHAMPS;17000;LA ROCHELLE
11;Rue CHARLES DELESCLUZE;17000;LA ROCHELLE
9;Rue CHARLES GOUNOD;17000;LA ROCHELLE
3;Rue CHARLES LE BRUN;17000;LA ROCHELLE
3;Rue CHARLES LE BRUN;17000;LA ROCHELLE
3;Rue CHARLES LE BRUN;17000;LA ROCHELLE
11;Rue CHARLES LE BRUN;17000;LA ROCHELLE
5;Rue CHARLES LE BRUN;17000;LA ROCHELLE
6;Rue CHARLES PERCIER;17000;LA ROCHELLE
22 BIS;Rue CHARLEVILLE MEZIERES;17000;LA ROCHELLE
4;Square DU CHATEAU D'EAU;17000;LA ROCHELLE
4;Square DU CHATEAU D'EAU;17000;LA ROCHELLE
9;Rue DU CHATEAU D'IF;17000;LA ROCHELLE
9;Rue DU CHATEAU D'IF;17000;LA ROCHELLE
6;Square DU CHATEAU GAILLARD;17000;LA ROCHELLE
5;Rue CHATEAU DE VAUCLERC;17000;LA ROCHELLE
1;Rue CHATEAU DE VAUCLERC;17000;LA ROCHELLE
5;Rue CHAUDRIER;17000;LA ROCHELLE
58;Rue CHAUDRIER;17000;LA ROCHELLE
52;Rue CHAUDRIER;17000;LA ROCHELLE
4;Rue CHAUDRIER;17000;LA ROCHELLE
9;Rue DU CHEMIN VERT;17000;LA ROCHELLE
9;Rue DU CHEMIN VERT;17000;LA ROCHELLE
34;Chemin DES CHIRONS LONGS;17000;LA ROCHELLE
39;Chemin DES CHIRONS LONGS;17000;LA ROCHELLE
34;Chemin DES CHIRONS LONGS;17000;LA ROCHELLE
33;Chemin DES CHIRONS LONGS;17000;LA ROCHELLE
33;Chemin DES CHIRONS LONGS;17000;LA ROCHELLE
30;Chemin DES CHIRONS LONGS;17000;LA ROCHELLE
35;Chemin DES CHIRONS LONGS;17000;LA ROCHELLE
13;Rue CHRISTIAN PELLEREAU;17000;LA ROCHELLE
152;Avenue DU CIMETIERE;17000;LA ROCHELLE
154;Avenue DU CIMETIERE;17000;LA ROCHELLE
245;Avenue DU CIMETIERE;17000;LA ROCHELLE
227 BIS;Avenue DU CIMETIERE;17000;LA ROCHELLE
229;Avenue DU CIMETIERE;17000;LA ROCHELLE
233;Avenue DU CIMETIERE;17000;LA ROCHELLE
84;Avenue DU CIMETIERE;17000;LA ROCHELLE
213;Avenue DU CIMETIERE;17000;LA ROCHELLE
104;Avenue DU CIMETIERE;17000;LA ROCHELLE
233 TER;Avenue DU CIMETIERE;17000;LA ROCHELLE
213;Avenue DU CIMETIERE;17000;LA ROCHELLE
94;Avenue DU CIMETIERE;17000;LA ROCHELLE
25;Rue DE LA CIOTAT;17000;LA ROCHELLE
15 TER;Rue DE LA CIOTAT;17000;LA ROCHELLE
10;Rue DE LA CIOTAT;17000;LA ROCHELLE
7;Rue CLAIRE LACOMBE;17000;LA ROCHELLE
9;Rue CLAUDE FARRERE;17000;LA ROCHELLE
59;Rue CLAUDE MASSE;17000;LA ROCHELLE
43;Rue CLAUDE MASSE;17000;LA ROCHELLE
32;Rue CLAUDE MASSE;17000;LA ROCHELLE
4 BIS;Rue CLEMENT ADER;17000;LA ROCHELLE
1;Rue CLEMENT MAROT;17000;LA ROCHELLE
36;Rue DES CLOUTIERS;17000;LA ROCHELLE
2;Rue DES CLOUTIERS;17000;LA ROCHELLE
7;Rue DES CLOUTIERS;17000;LA ROCHELLE
18;Rue DES CLOUTIERS;17000;LA ROCHELLE
30;Boulevard DE COGNEHORS;17000;LA ROCHELLE
4;Boulevard DE COGNEHORS;17000;LA ROCHELLE
91;Avenue COLIGNY;17000;LA ROCHELLE
3;Avenue COLIGNY;17000;LA ROCHELLE
9BIS;Impasse DU COLLEGE;17000;LA ROCHELLE
